Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
PAYMENT,2,1,99.73999786,284.9700012,Late delivery,1,16,As Seen on  TV!,Caguas,Puerto Rico,XXXXXXXXX,Betty,2625,Wyatt,XXXXXXXXX,Consumer,PR,3751 Heather Townline,725.0,3,Footwear,18.22954178,-66.37062836,Europe,Muret,Francia,2625,12/9/2018 07:59,65360,359,15.0,0.050000001,163362,99.98999786,0.349999994,3,299.9700012,284.9700012,99.73999786,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,PENDING_PAYMENT,,359,16,,http://images.acmesports.sports/Nike+Men%27s+Free+TR+5.0+TB+Training+Shoe,Nike Men's Free TR 5.0 TB Training Shoe,99.98999786,0,12/9/2018 07:59,First Class
DEBIT,2,1,43.95999908,219.7799988,Late delivery,1,69,Health and Beauty,Los Angeles,EE. UU.,XXXXXXXXX,Jayme,15828,Bryan,XXXXXXXXX,Consumer,CA,6231 Fallen Range,90032.0,12,Health and Beauty ,34.0816536,-118.1783524,Pacific Asia,Nanyang,China,15828,12/6/2018 03:27,72275,1356,73.26000214,0.25,175590,293.0400085,0.200000003,1,293.0400085,219.7799988,43.95999908,Eastern Asia,Henan,COMPLETE,,1356,69,,http://images.acmesports.sports/First+aid+kit,First aid kit,293.0400085,0,12/6/2018 03:27,First Class
PAYMENT,2,1,90.33999634,196.3999939,Late delivery,0,76,Women's Clothing,Antioch,EE. UU.,XXXXXXXXX,Aimee,17355,Dawson,XXXXXXXXX,Home Office,CA,466 Stony Arbor,94509.0,4,Apparel,38.00168991,-121.8279724,Pacific Asia,Manila,Filipinas,17355,12/31/2018 02:12,73802,1363,19.42000008,0.090000004,177117,215.8200073,0.460000008,1,215.8200073,196.3999939,90.33999634,Southeast Asia,Capital Nacional,PENDING_PAYMENT,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,12/31/2018 02:12,First Class
CASH,5,2,19.63999939,196.3999939,Late delivery,1,76,Women's Clothing,Caguas,Puerto Rico,XXXXXXXXX,Teagan,17427,Lopez,XXXXXXXXX,Consumer,PR,7236 Cinder Bay,725.0,4,Apparel,18.28751183,-66.03705597,Pacific Asia,Adelaide,Australia,17427,12/3/2018 15:30,73874,1363,19.42000008,0.090000004,177189,215.8200073,0.100000001,1,215.8200073,196.3999939,19.63999939,Oceania,Australia del Sur,CLOSED,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,12/3/2018 15:30,Second Class
PAYMENT,1,0,-316.7799988,197.9900055,Late delivery,1,48,Water Sports,Washington,EE. UU.,XXXXXXXXX,Mary,325,Smith,XXXXXXXXX,Corporate,DC,275 Round Brook Dell,20019.0,7,Fan Shop,38.8867569,-77.01538086,Europe,Rome,Italia,325,12/12/2018 14:44,67609,1073,2.0,0.01,169038,199.9900055,-1.600000024,1,199.9900055,197.9900055,-316.7799988,Southern Europe,Lacio,PENDING_PAYMENT,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,12/12/2018 14:44,Same Day
TRANSFER,3,4,149.1699982,452.0400085,Advance shipping,1,62,Cameras ,Meridian,EE. UU.,XXXXXXXXX,Ursula,13005,Whitaker,XXXXXXXXX,Home Office,ID,4834 Easy Terrace ,83642.0,10,Technology,43.56079865,-116.3938599,Europe,London,Reino Unido,13005,12/5/2018 10:29,69452,1349,0.0,0.0,172767,452.0400085,0.330000013,1,452.0400085,452.0400085,149.1699982,Northern Europe,Inglaterra,PENDING,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,12/5/2018 10:29,Standard Class
CASH,4,4,10.52000046,37.56000137,Shipping on time,0,75,Video Games,Stockton,EE. UU.,XXXXXXXXX,Illiana,20201,Robertson,XXXXXXXXX,Home Office,CA,6590 Amber Fawn Meadow,95206.0,9,Discs Shop,37.93848801,-121.2816391,Pacific Asia,Ballarat,Australia,20201,12/23/2018 19:01,76648,1362,2.190000057,0.059999999,179963,39.75,0.280000001,1,39.75,37.56000137,10.52000046,Oceania,Victoria,CLOSED,,1362,75,,http://images.acmesports.sports/Fighting+video+games,Fighting video games,39.75,0,12/23/2018 19:01,Standard Class
DEBIT,5,4,32.13999939,321.3900146,Late delivery,0,63,Children's Clothing,Caguas,Puerto Rico,XXXXXXXXX,Evangeline,17952,Castaneda,XXXXXXXXX,Corporate,PR,7449 Sleepy Edge,725.0,4,Apparel,18.2568779,-66.0370636,Pacific Asia,Shantou,China,17952,12/10/2018 19:16,74399,1350,35.70999908,0.100000001,177714,357.1000061,0.100000001,1,357.1000061,321.3900146,32.13999939,Eastern Asia,Guangdong,COMPLETE,,1350,63,,http://images.acmesports.sports/Children+heaters,Children's heaters,357.1000061,0,12/10/2018 19:16,Standard Class
DEBIT,2,1,11.25,99.58000183,Late delivery,1,17,Cleats,Oceanside,EE. UU.,XXXXXXXXX,Judith,5431,Peck,XXXXXXXXX,Corporate,CA,259 Green Link,92054.0,4,Apparel,33.1824913,-117.3709335,Europe,Bottrop,Alemania,5431,12/28/2018 11:12,67773,365,20.39999962,0.170000002,169444,59.99000168,0.109999999,2,119.9800034,99.58000183,11.25,Western Europe,Renania del Norte-Westfalia,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/28/2018 11:12,First Class
TRANSFER,6,2,26.09000015,56.72000122,Shipping canceled,1,60,Baby ,Caguas,Puerto Rico,XXXXXXXXX,Sydnee,17628,Beck,XXXXXXXXX,Home Office,PR,7762 Rocky Carrefour,725.0,4,Apparel,18.20644951,-66.03705597,Pacific Asia,Chongqing,China,17628,12/9/2018 23:14,74075,1347,2.359999895,0.039999999,177390,59.08000183,0.460000008,1,59.08000183,56.72000122,26.09000015,Eastern Asia,Chongqing,SUSPECTED_FRAUD,,1347,60,,http://images.acmesports.sports/Baby+sweater,Baby sweater,59.08000183,0,12/9/2018 23:14,Second Class
CASH,4,4,27.21999931,56.72000122,Shipping on time,1,60,Baby ,Denton,EE. UU.,XXXXXXXXX,Zoe,12776,Duffy,XXXXXXXXX,Corporate,TX,2355 Velvet Hickory Crest,76201.0,4,Apparel,33.21981812,-97.1390686,Europe,Cinisello Balsamo,Italia,12776,12/14/2018 18:45,69223,1347,2.359999895,0.039999999,172538,59.08000183,0.479999989,1,59.08000183,56.72000122,27.21999931,Southern Europe,Lombardía,CLOSED,,1347,60,,http://images.acmesports.sports/Baby+sweater,Baby sweater,59.08000183,0,12/14/2018 18:45,Standard Class
TRANSFER,5,2,-16.36000061,76.80000305,Late delivery,1,72,Pet Supplies,Chesapeake,EE. UU.,XXXXXXXXX,Eugenia,19207,Spencer,XXXXXXXXX,Corporate,VA,8990 Heather Barn Pathway,23322.0,11,Pet Shop,36.70524979,-76.2432785,Pacific Asia,Puducherry,India,19207,12/16/2018 02:27,75654,1359,7.599999905,0.090000004,178969,84.40000153,-0.209999993,1,84.40000153,76.80000305,-16.36000061,South Asia,Puducherry,PROCESSING,,1359,72,,http://images.acmesports.sports/Adult+dog+supplies,Adult dog supplies,84.40000153,0,12/16/2018 02:27,Second Class
TRANSFER,2,1,97.51000214,226.7700043,Late delivery,0,71,Music,Caguas,Puerto Rico,XXXXXXXXX,Abra,16303,Mitchell,XXXXXXXXX,Corporate,PR,9644 Emerald Harbour,725.0,9,Discs Shop,18.28558731,-66.03705597,Pacific Asia,Caloundra,Australia,16303,12/3/2018 03:18,72750,1358,33.88000107,0.129999995,176065,260.6499939,0.430000007,1,260.6499939,226.7700043,97.51000214,Oceania,Queensland,PENDING,,1358,71,,http://images.acmesports.sports/Rock+music,Rock music,260.6499939,0,12/3/2018 03:18,First Class
DEBIT,2,4,85.27999878,327.980011,Advance shipping,1,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,Emily,8091,Powell,XXXXXXXXX,Consumer,PR,6121 Fallen Trace,725.0,7,Fan Shop,18.24099159,-66.3706131,Europe,Trento,Italia,8091,12/2/2018 22:37,67506,1004,72.0,0.180000007,168760,399.980011,0.25999999,1,399.980011,327.980011,85.27999878,Southern Europe,Trentino-Alto Adigio,COMPLETE,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,12/2/2018 22:37,Standard Class
TRANSFER,4,4,42.0,149.9900055,Shipping on time,1,48,Water Sports,Brooklyn,EE. UU.,XXXXXXXXX,Mary,11625,Rios,XXXXXXXXX,Corporate,NY,3980 High Vista,11203.0,7,Fan Shop,40.64818955,-73.94348145,Europe,Noisy-le-Grand,Francia,11625,12/19/2018 07:37,65368,1073,50.0,0.25,163381,199.9900055,0.280000001,1,199.9900055,149.9900055,42.0,Western Europe,Isla de Francia,PENDING,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,12/19/2018 07:37,Standard Class
TRANSFER,6,4,3.289999962,10.96000004,Late delivery,1,74,Toys,Caguas,Puerto Rico,XXXXXXXXX,Noelle,16908,Chase,XXXXXXXXX,Consumer,PR,2360 Noble Pines,725.0,7,Fan Shop,18.22379494,-66.0370636,Pacific Asia,Mumbai,India,16908,12/26/2018 04:13,73355,1361,0.579999983,0.050000001,176670,11.53999996,0.300000012,1,11.53999996,10.96000004,3.289999962,South Asia,Maharashtra,PENDING,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,12/26/2018 04:13,Standard Class
DEBIT,5,4,39.33000183,85.48999786,Late delivery,1,12,Boxing & MMA,Los Angeles,EE. UU.,XXXXXXXXX,Joyce,11558,Camacho,XXXXXXXXX,Consumer,CA,5951 Broad Crescent,90066.0,3,Footwear,33.95998383,-118.3873672,Europe,Leeds,Reino Unido,11558,12/26/2018 15:20,66094,251,4.5,0.050000001,165203,89.98999786,0.460000008,1,89.98999786,85.48999786,39.33000183,Northern Europe,Inglaterra,COMPLETE,,251,12,,http://images.acmesports.sports/Brooks+Women%27s+Ghost+6+Running+Shoe,Brooks Women's Ghost 6 Running Shoe,89.98999786,0,12/26/2018 15:20,Standard Class
DEBIT,2,4,7.78000021,34.58000183,Advance shipping,1,75,Video Games,Caguas,Puerto Rico,XXXXXXXXX,Ursa,20034,Buckley,XXXXXXXXX,Consumer,PR,1591 Foggy Meadow,725.0,9,Discs Shop,18.23139381,-66.03704834,Pacific Asia,Ho Chi Minh City,Vietnam,20034,12/30/2018 09:03,76481,1362,5.170000076,0.129999995,179796,39.75,0.230000004,1,39.75,34.58000183,7.78000021,Southeast Asia,Ciudad Ho Chi Minh,COMPLETE,,1362,75,,http://images.acmesports.sports/Fighting+video+games,Fighting video games,39.75,0,12/30/2018 09:03,Standard Class
CASH,6,2,77.05999756,296.3900146,Late delivery,1,63,Children's Clothing,Far Rockaway,EE. UU.,XXXXXXXXX,Amity,13613,Ross,XXXXXXXXX,Consumer,NY,357 Quiet Rise,11691.0,4,Apparel,40.59949493,-73.76248169,Europe,Paris,Francia,13613,12/10/2018 07:07,70060,1350,60.70999908,0.170000002,173375,357.1000061,0.25999999,1,357.1000061,296.3900146,77.05999756,Western Europe,Isla de Francia,CLOSED,,1350,63,,http://images.acmesports.sports/Children+heaters,Children's heaters,357.1000061,0,12/10/2018 07:07,Second Class
TRANSFER,6,2,95.19999695,339.980011,Late delivery,1,45,Fishing,San Francisco,EE. UU.,XXXXXXXXX,David,9743,Smith,XXXXXXXXX,Home Office,CA,6830 Red Pond Meadow,94110.0,7,Fan Shop,37.75743866,-122.4193726,Europe,Viena,Austria,9743,12/21/2018 13:20,66630,1004,60.0,0.150000006,166546,399.980011,0.280000001,1,399.980011,339.980011,95.19999695,Western Europe,Viena,PROCESSING,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,12/21/2018 13:20,Second Class
TRANSFER,5,4,6.019999981,200.7100067,Shipping canceled,0,76,Women's Clothing,Frankfort,EE. UU.,XXXXXXXXX,Shannon,20637,Davis,XXXXXXXXX,Consumer,KY,45 Misty Brook Bend,40601.0,4,Apparel,38.11861801,-84.96742249,Pacific Asia,Adelaide,Australia,20637,12/21/2018 03:21,77084,1363,15.10999966,0.07,180399,215.8200073,0.029999999,1,215.8200073,200.7100067,6.019999981,Oceania,Australia del Sur,SUSPECTED_FRAUD,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,12/21/2018 03:21,Standard Class
TRANSFER,3,4,73.83999634,369.1799927,Advance shipping,0,66,Crafts,Caguas,Puerto Rico,XXXXXXXXX,Serina,18465,Robinson,XXXXXXXXX,Corporate,PR,9918 Rustic Park,725.0,4,Apparel,18.27656555,-66.03705597,Pacific Asia,Weifang,China,18465,12/23/2018 12:02,74912,1353,92.30000305,0.200000003,178227,461.480011,0.200000003,1,461.480011,369.1799927,73.83999634,Eastern Asia,Shandong,PENDING,,1353,66,,http://images.acmesports.sports/Porcelain+crafts,Porcelain crafts,461.480011,0,12/23/2018 12:02,Standard Class
PAYMENT,4,2,66.37999725,196.3999939,Late delivery,1,76,Women's Clothing,Chicago,EE. UU.,XXXXXXXXX,Kylie,17301,Kelley,XXXXXXXXX,Corporate,IL,4464 Rocky Horse Harbour,60632.0,4,Apparel,41.89523315,-87.73762512,Pacific Asia,Baguio City,Filipinas,17301,12/15/2018 16:06,73748,1363,19.42000008,0.090000004,177063,215.8200073,0.340000004,1,215.8200073,196.3999939,66.37999725,Southeast Asia,Cordillera,PENDING_PAYMENT,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,12/15/2018 16:06,Second Class
DEBIT,2,4,7.78000021,34.58000183,Advance shipping,0,75,Video Games,Caguas,Puerto Rico,XXXXXXXXX,Ursa,20034,Buckley,XXXXXXXXX,Consumer,PR,1591 Foggy Meadow,725.0,9,Discs Shop,18.23139381,-66.03704834,Pacific Asia,Ho Chi Minh City,Vietnam,20034,12/9/2018 07:29,76481,1362,5.170000076,0.129999995,179796,39.75,0.230000004,1,39.75,34.58000183,7.78000021,Southeast Asia,Ciudad Ho Chi Minh,COMPLETE,,1362,75,,http://images.acmesports.sports/Fighting+video+games,Fighting video games,39.75,0,12/9/2018 07:29,Standard Class
TRANSFER,2,4,3.690000057,10.15999985,Advance shipping,1,74,Toys,Amarillo,EE. UU.,XXXXXXXXX,Abigail,19494,Pruitt,XXXXXXXXX,Consumer,TX,437 Heather Quail Concession,79109.0,7,Fan Shop,35.18754196,-101.8676224,Pacific Asia,Nellore,India,19494,12/19/2018 06:45,75941,1361,1.379999995,0.119999997,179256,11.53999996,0.360000014,1,11.53999996,10.15999985,3.690000057,South Asia,Andhra Pradesh,PENDING,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,12/19/2018 06:45,Standard Class
PAYMENT,4,4,59.49000168,175.9900055,Shipping on time,0,48,Water Sports,Lynnwood,EE. UU.,XXXXXXXXX,Mary,594,Cowan,XXXXXXXXX,Home Office,WA,7588 Dewy Parade,98037.0,7,Fan Shop,47.83055496,-122.29702,Europe,Haarlem,Países Bajos,594,12/9/2018 19:03,65543,1073,24.0,0.119999997,163813,199.9900055,0.340000004,1,199.9900055,175.9900055,59.49000168,Western Europe,Holanda Septentrional,PENDING_PAYMENT,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,12/9/2018 19:03,Standard Class
DEBIT,5,2,0.0,10.72999954,Late delivery,0,61,CDs ,Webster,EE. UU.,XXXXXXXXX,Petra,17797,Aguirre,XXXXXXXXX,Consumer,NY,6030 Silver Concession,14580.0,9,Discs Shop,43.20886993,-77.45961762,Pacific Asia,Cairns,Australia,17797,12/5/2018 09:51,74244,1348,0.560000002,0.050000001,177559,11.28999996,0.0,1,11.28999996,10.72999954,0.0,Oceania,Queensland,ON_HOLD,,1348,61,,http://images.acmesports.sports/CDs+of+rock,CDs of rock,11.28999996,0,12/5/2018 09:51,Second Class
DEBIT,5,4,56.8199997,195.9199982,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Rose,4567,Smith,XXXXXXXXX,Consumer,PR,9016 Foggy Robin Expressway,725.0,7,Fan Shop,18.21073914,-66.37060547,Europe,Hamburgo,Alemania,4567,12/28/2018 10:04,67654,1014,4.0,0.02,169140,49.97999954,0.289999992,4,199.9199982,195.9199982,56.8199997,Western Europe,Hamburgo,COMPLETE,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,12/28/2018 10:04,Standard Class
PAYMENT,3,2,70.0,200.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Jordan,6874,Freeman,XXXXXXXXX,Corporate,PR,9174 Heather Grove Port,725.0,5,Golf,18.22496033,-66.37052918,Europe,Elda,España,6874,12/12/2018 17:43,68162,502,50.0,0.200000003,170424,50.0,0.349999994,5,250.0,200.0,70.0,Southern Europe,Valenciana,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,12/12/2018 17:43,Second Class
DEBIT,6,2,-24.01000023,212.5,Late delivery,1,24,Women's Apparel,North Richland Hills,EE. UU.,XXXXXXXXX,Amber,7071,Anderson,XXXXXXXXX,Home Office,TX,7027 Hidden Point,76180.0,5,Golf,32.84292221,-97.22615814,Europe,Toulouse,Francia,7071,12/8/2018 12:26,67200,502,37.5,0.150000006,167952,50.0,-0.109999999,5,250.0,212.5,-24.01000023,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,12/8/2018 12:26,Second Class
DEBIT,5,2,80.98999786,224.9900055,Late delivery,0,43,Camping & Hiking,La Mirada,EE. UU.,XXXXXXXXX,Mary,9838,Smith,XXXXXXXXX,Corporate,CA,2714 Old Quay,90638.0,7,Fan Shop,33.1494751,-117.2198868,Europe,Dublín,Irlanda,9838,12/16/2018 09:40,66674,957,75.0,0.25,166658,299.980011,0.360000014,1,299.980011,224.9900055,80.98999786,Northern Europe,Dublín,COMPLETE,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,12/16/2018 09:40,Second Class
DEBIT,6,4,4.880000114,10.15999985,Late delivery,1,61,CDs ,Caguas,Puerto Rico,XXXXXXXXX,Hadley,12913,Patel,XXXXXXXXX,Consumer,PR,3810 Crystal Plaza ,725.0,9,Discs Shop,18.26905632,-66.0370636,Europe,Zurich,Suiza,12913,12/19/2018 15:18,69360,1348,1.129999995,0.100000001,172675,11.28999996,0.479999989,1,11.28999996,10.15999985,4.880000114,Western Europe,Zúrich,COMPLETE,,1348,61,,http://images.acmesports.sports/CDs+of+rock,CDs of rock,11.28999996,0,12/19/2018 15:18,Standard Class
CASH,6,4,0.75999999,10.15999985,Late delivery,1,74,Toys,Fort Worth,EE. UU.,XXXXXXXXX,Basia,19638,Livingston,XXXXXXXXX,Consumer,TX,8780 Colonial Orchard,76106.0,7,Fan Shop,32.8013916,-97.3302536,Pacific Asia,Shanghái,China,19638,12/17/2018 16:39,76085,1361,1.379999995,0.119999997,179400,11.53999996,0.079999998,1,11.53999996,10.15999985,0.75999999,Eastern Asia,Shanghái,CLOSED,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,12/17/2018 16:39,Standard Class
TRANSFER,3,2,9.93999958,157.8000031,Late delivery,1,67,DVDs,Fort Lauderdale,EE. UU.,XXXXXXXXX,Iola,15120,Farley,XXXXXXXXX,Home Office,FL,2099 Honey Anchor Terrace,33313.0,9,Discs Shop,26.15128136,-80.21017456,Europe,Helsinki,Finlandia,15120,12/31/2018 15:38,71567,1354,6.579999924,0.039999999,174882,164.3800049,0.059999999,1,164.3800049,157.8000031,9.93999958,Northern Europe,Uusimaa,PENDING,,1354,67,,http://images.acmesports.sports/DVDs,DVDs ,164.3800049,0,12/31/2018 15:38,Second Class
TRANSFER,2,4,8.789999962,54.93999863,Advance shipping,1,60,Baby ,Union City,EE. UU.,XXXXXXXXX,Debra,12809,Valenzuela,XXXXXXXXX,Corporate,NJ,7487 Silver Square ,7087.0,4,Apparel,40.7615242,-74.03826904,Europe,Gummersbach,Alemania,12809,12/19/2018 01:56,69256,1347,4.139999866,0.07,172571,59.08000183,0.159999996,1,59.08000183,54.93999863,8.789999962,Western Europe,Renania del Norte-Westfalia,PROCESSING,,1347,60,,http://images.acmesports.sports/Baby+sweater,Baby sweater,59.08000183,0,12/19/2018 01:56,Standard Class
DEBIT,2,2,24.54999924,196.3999939,Shipping on time,1,76,Women's Clothing,Lancaster,EE. UU.,XXXXXXXXX,Quin,20474,Aguilar,XXXXXXXXX,Corporate,OH,5104 Indian Square,43130.0,4,Apparel,39.71408463,-82.69639587,Pacific Asia,Melbourne,Australia,20474,12/23/2018 09:04,76921,1363,19.42000008,0.090000004,180236,215.8200073,0.129999995,1,215.8200073,196.3999939,24.54999924,Oceania,Victoria,ON_HOLD,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,12/23/2018 09:04,Second Class
TRANSFER,2,1,65.76999664,438.480011,Late delivery,0,62,Cameras ,Anaheim,EE. UU.,XXXXXXXXX,Amela,13434,Gates,XXXXXXXXX,Home Office,CA,6091 Harvest Bluff View,92805.0,10,Technology,33.83805847,-117.9110107,Europe,Basingstoke,Reino Unido,13434,12/20/2018 10:34,69881,1349,13.56000042,0.029999999,173196,452.0400085,0.150000006,1,452.0400085,438.480011,65.76999664,Northern Europe,Inglaterra,PROCESSING,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,12/20/2018 10:34,First Class
CASH,6,2,-182.4600067,260.6499939,Late delivery,0,71,Music,Palatine,EE. UU.,XXXXXXXXX,Hedwig,16278,Santos,XXXXXXXXX,Corporate,IL,8617 Sunny Hills Lookout,60067.0,9,Discs Shop,42.11032867,-88.04152679,Pacific Asia,Kuantan,Malasia,16278,12/14/2018 22:55,72725,1358,0.0,0.0,176040,260.6499939,-0.699999988,1,260.6499939,260.6499939,-182.4600067,Southeast Asia,Pahang,CLOSED,,1358,71,,http://images.acmesports.sports/Rock+music,Rock music,260.6499939,0,12/14/2018 22:55,Second Class
CASH,5,4,66.58999634,183.4499969,Late delivery,1,76,Women's Clothing,Holland,EE. UU.,XXXXXXXXX,Kimberly,20452,White,XXXXXXXXX,Consumer,MI,2088 Emerald Downs,49423.0,4,Apparel,42.83187103,-86.07852173,Pacific Asia,Cainta,Filipinas,20452,12/31/2018 16:18,76899,1363,32.36999893,0.150000006,180214,215.8200073,0.360000014,1,215.8200073,183.4499969,66.58999634,Southeast Asia,Calabarzón,CLOSED,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,12/31/2018 16:18,Standard Class
PAYMENT,6,4,-32.43999863,456.8699951,Late delivery,1,66,Crafts,Caguas,Puerto Rico,XXXXXXXXX,Gloria,14788,Wiley,XXXXXXXXX,Corporate,PR,245 Green Range,725.0,4,Apparel,18.20441055,-66.03704834,Europe,Wetzlar,Alemania,14788,12/6/2018 08:51,71235,1353,4.610000134,0.01,174550,461.480011,-0.07,1,461.480011,456.8699951,-32.43999863,Western Europe,Hesse,PENDING_PAYMENT,,1353,66,,http://images.acmesports.sports/Porcelain+crafts,Porcelain crafts,461.480011,0,12/6/2018 08:51,Standard Class
TRANSFER,6,2,3.549999952,96.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Jason,7796,Collins,XXXXXXXXX,Home Office,PR,1777 Wishing Promenade,725.0,5,Golf,18.2215538,-66.37063599,Europe,La Seyne-sur-Mer,Francia,7796,12/9/2018 15:42,66415,502,4.0,0.039999999,166021,50.0,0.039999999,2,100.0,96.0,3.549999952,Western Europe,Provenza-Alpes-Costa Azul,PROCESSING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,12/9/2018 15:42,Second Class
DEBIT,4,4,-80.84999847,49.0,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Eric,168,Morris,XXXXXXXXX,Consumer,PR,295 Quaking Timber By-pass,725.0,5,Golf,18.24754334,-66.02532196,Europe,Manchester,Reino Unido,168,12/24/2018 21:03,67163,502,1.0,0.02,167880,50.0,-1.649999976,1,50.0,49.0,-80.84999847,Northern Europe,Inglaterra,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,12/24/2018 21:03,Standard Class
DEBIT,2,1,0.0,10.5,Late delivery,1,61,CDs ,Carolina,Puerto Rico,XXXXXXXXX,Brees,17885,Franco,XXXXXXXXX,Consumer,PR,5292 Misty Goose Street,983.0,9,Discs Shop,18.40143013,-65.97364807,Pacific Asia,Visakhapatnam,India,17885,12/13/2018 21:17,74332,1348,0.790000021,0.07,177647,11.28999996,0.0,1,11.28999996,10.5,0.0,South Asia,Andhra Pradesh,COMPLETE,,1348,61,,http://images.acmesports.sports/CDs+of+rock,CDs of rock,11.28999996,0,12/13/2018 21:17,First Class
DEBIT,2,4,2.420000076,120.8899994,Advance shipping,0,18,Men's Footwear,Scottsdale,EE. UU.,XXXXXXXXX,Mary,1225,Smith,XXXXXXXXX,Corporate,AZ,1893 Shady Path,85254.0,4,Apparel,33.45067978,-111.9264069,Europe,Spijkenisse,Países Bajos,1225,12/12/2018 12:54,65471,403,9.100000381,0.07,163641,129.9900055,0.02,1,129.9900055,120.8899994,2.420000076,Western Europe,Holanda Meridional,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/12/2018 12:54,Standard Class
DEBIT,6,4,14.78999996,147.9400024,Late delivery,0,67,DVDs,Caguas,Puerto Rico,XXXXXXXXX,Lilah,15133,Schneider,XXXXXXXXX,Home Office,PR,8610 Burning Cider Heath,725.0,9,Discs Shop,18.25617027,-66.0370636,Europe,Rovigo,Italia,15133,12/29/2018 09:13,71580,1354,16.44000053,0.100000001,174895,164.3800049,0.100000001,1,164.3800049,147.9400024,14.78999996,Southern Europe,Véneto,COMPLETE,,1354,67,,http://images.acmesports.sports/DVDs,DVDs ,164.3800049,0,12/29/2018 09:13,Standard Class
